anchor_id,benchmark_id,duration_ms,duration_ns,metadata,observed_at_utc,repetition_index,run_id,seed,session_id,session_mode,stage,warmup,workload_size
1,reviewer3_performance_final,1.662541,1662541,{},2026-08-01T14:07:41.147956Z,2,reviewer3_performance_final_n0100_r02_seed43,43,,all,chain_anchor_database_update,False,100
1,reviewer3_performance_final,26.529875,26529875,{},2026-08-01T14:07:41.176868Z,2,reviewer3_performance_final_n0100_r02_seed43,43,,all,chain_read_verification,False,100
1,reviewer3_performance_final,28.379958,28379958,{},2026-08-01T14:07:42.086673Z,5,reviewer3_performance_final_n0100_r05_seed46,46,,all,chain_send_command,False,100
1,reviewer3_performance_final,22.06275,22062750,{},2026-08-01T14:07:42.108893Z,5,reviewer3_performance_final_n0100_r05_seed46,46,,all,chain_receipt_query,False,100
1,reviewer3_performance_final,52.615667,52615667,{},2026-08-01T14:07:42.110888Z,5,reviewer3_performance_final_n0100_r05_seed46,46,,all,chain_publication_total,False,100
1,reviewer3_performance_final,1.491208,1491208,{},2026-08-01T14:07:42.112422Z,5,reviewer3_performance_final_n0100_r05_seed46,46,,all,chain_anchor_database_update,False,100
1,reviewer3_performance_final,27.431,27431000,{},2026-08-01T14:07:42.142352Z,5,reviewer3_performance_final_n0100_r05_seed46,46,,all,chain_read_verification,False,100
1,reviewer3_performance_final,33.259958,33259958,{},2026-08-01T14:07:50.265827Z,1,reviewer3_performance_final_n1000_r01_seed42,42,,all,chain_send_command,False,1000
1,reviewer3_performance_final,20.973,20973000,{},2026-08-01T14:07:50.286932Z,1,reviewer3_performance_final_n1000_r01_seed42,42,,all,chain_receipt_query,False,1000
1,reviewer3_performance_final,56.442,56442000,{},2026-08-01T14:07:50.288987Z,1,reviewer3_performance_final_n1000_r01_seed42,42,,all,chain_publication_total,False,1000
1,reviewer3_performance_final,1.446292,1446292,{},2026-08-01T14:07:50.290472Z,1,reviewer3_performance_final_n1000_r01_seed42,42,,all,chain_anchor_database_update,False,1000
1,reviewer3_performance_final,28.515208,28515208,{},2026-08-01T14:07:50.321435Z,1,reviewer3_performance_final_n1000_r01_seed42,42,,all,chain_read_verification,False,1000
1,reviewer3_performance_final,27.873917,27873917,{},2026-08-01T14:07:59.318907Z,9,reviewer3_performance_final_n1000_r09_seed50,50,,all,chain_send_command,False,1000
1,reviewer3_performance_final,22.011333,22011333,{},2026-08-01T14:07:59.341072Z,9,reviewer3_performance_final_n1000_r09_seed50,50,,all,chain_receipt_query,False,1000
1,reviewer3_performance_final,52.228167,52228167,{},2026-08-01T14:07:59.343226Z,9,reviewer3_performance_final_n1000_r09_seed50,50,,all,chain_publication_total,False,1000
1,reviewer3_performance_final,1.543375,1543375,{},2026-08-01T14:07:59.344815Z,9,reviewer3_performance_final_n1000_r09_seed50,50,,all,chain_anchor_database_update,False,1000
1,reviewer3_performance_final,26.756833,26756833,{},2026-08-01T14:07:59.373719Z,9,reviewer3_performance_final_n1000_r09_seed50,50,,all,chain_read_verification,False,1000
1,reviewer3_performance_final,28.416375,28416375,{},2026-08-01T14:08:08.263720Z,10,reviewer3_performance_final_n1000_r10_seed51,51,,all,chain_send_command,False,1000
1,reviewer3_performance_final,21.853875,21853875,{},2026-08-01T14:08:08.285716Z,10,reviewer3_performance_final_n1000_r10_seed51,51,,all,chain_receipt_query,False,1000
1,reviewer3_performance_final,52.432042,52432042,{},2026-08-01T14:08:08.287718Z,10,reviewer3_performance_final_n1000_r10_seed51,51,,all,chain_publication_total,False,1000
1,reviewer3_performance_final,1.28925,1289250,{},2026-08-01T14:08:08.289045Z,10,reviewer3_performance_final_n1000_r10_seed51,51,,all,chain_anchor_database_update,False,1000
1,reviewer3_performance_final,27.109375,27109375,{},2026-08-01T14:08:08.318498Z,10,reviewer3_performance_final_n1000_r10_seed51,51,,all,chain_read_verification,False,1000
1,reviewer3_performance_final,30.437458,30437458,{},2026-08-01T14:08:09.351173Z,3,reviewer3_performance_final_n0010_r03_seed44,44,,all,chain_send_command,False,10
1,reviewer3_performance_final,21.706167,21706167,{},2026-08-01T14:08:09.373019Z,3,reviewer3_performance_final_n0010_r03_seed44,44,,all,chain_receipt_query,False,10
